
None,None,None,None,09:53:32,23/11/2023,Preset
None,None,None,None,09:53:32,23/11/2023,Preset
None,None,None,None,09:53:32,23/11/2023,Preset
None,None,None,None,09:53:33,23/11/2023,Preset
None,None,None,None,09:53:33,23/11/2023,Preset
None,None,None,None,09:53:33,23/11/2023,Preset
None,None,None,None,09:53:33,23/11/2023,Preset
None,None,None,None,09:53:33,23/11/2023,Preset
None,None,None,None,09:53:34,23/11/2023,Preset
None,None,None,None,09:53:34,23/11/2023,Preset
None,None,None,None,09:53:34,23/11/2023,Preset
None,None,None,None,09:53:34,23/11/2023,Preset
None,None,None,None,09:53:34,23/11/2023,Preset
None,None,None,None,09:53:34,23/11/2023,Preset
None,None,None,None,09:53:34,23/11/2023,Preset
None,None,None,None,09:53:34,23/11/2023,Preset
None,None,None,None,09:53:34,23/11/2023,Preset
None,None,None,None,09:53:35,23/11/2023,Preset
None,None,None,None,09:53:35,23/11/2023,Preset
None,None,None,None,09:53:35,23/11/2023,Preset
None,None,None,None,09:53:35,23/11/2023,Preset
None,None,None,None,09:53:35,23/11/2023,Preset
None,None,None,None,09:53:35,23/11/2023,Preset
None,None,None,None,09:53:35,23/11/2023,Preset
None,None,None,None,09:53:35,23/11/2023,Preset
None,None,None,None,09:53:35,23/11/2023,Preset
None,None,None,None,09:53:36,23/11/2023,Preset
None,None,None,None,09:53:36,23/11/2023,Preset
None,None,None,None,09:53:36,23/11/2023,Preset
None,None,None,None,09:53:36,23/11/2023,Preset
None,None,None,None,09:53:36,23/11/2023,Preset
None,None,None,None,09:53:36,23/11/2023,Preset
None,None,None,None,09:53:36,23/11/2023,Preset
None,None,None,None,09:53:37,23/11/2023,Preset
None,None,None,None,09:53:37,23/11/2023,Preset
None,None,None,None,09:53:37,23/11/2023,Preset
None,None,None,None,09:53:37,23/11/2023,Preset
None,None,None,None,09:53:37,23/11/2023,Preset
None,None,None,None,09:53:37,23/11/2023,Preset
None,None,None,None,09:53:37,23/11/2023,Preset
None,None,None,None,09:53:37,23/11/2023,Preset
None,None,None,None,09:53:37,23/11/2023,Preset
None,None,None,None,09:53:38,23/11/2023,Preset
None,None,None,None,09:53:38,23/11/2023,Preset
None,None,None,None,09:53:38,23/11/2023,Preset
None,None,None,None,09:53:38,23/11/2023,Preset
None,None,None,None,09:53:38,23/11/2023,Preset
None,None,None,None,09:53:38,23/11/2023,Preset
None,None,None,None,09:53:38,23/11/2023,Preset
None,None,None,None,09:53:38,23/11/2023,Preset
None,None,None,None,09:53:38,23/11/2023,Preset
None,None,None,None,09:53:39,23/11/2023,Preset
None,None,None,None,09:53:39,23/11/2023,Preset
None,None,None,None,09:53:39,23/11/2023,Preset
None,None,None,None,09:53:39,23/11/2023,Preset
None,None,None,None,09:53:39,23/11/2023,Preset
None,None,None,None,09:53:39,23/11/2023,Preset
None,None,None,None,09:53:39,23/11/2023,Preset
None,None,None,None,09:53:39,23/11/2023,Preset
None,None,None,None,09:53:40,23/11/2023,Preset
None,None,None,None,09:53:41,23/11/2023,Preset
None,None,None,None,09:53:45,23/11/2023,Preset
None,None,None,None,09:53:45,23/11/2023,Preset
None,None,None,None,09:53:45,23/11/2023,Preset
None,None,None,None,09:53:46,23/11/2023,Preset
None,None,None,None,09:53:46,23/11/2023,Preset
None,None,None,None,09:53:46,23/11/2023,Preset
None,None,None,None,09:53:46,23/11/2023,Preset
None,None,None,None,09:53:46,23/11/2023,Preset
None,None,None,None,09:53:46,23/11/2023,Preset
None,None,None,None,09:53:46,23/11/2023,Preset
None,None,None,None,09:53:47,23/11/2023,Preset
None,None,None,None,09:53:47,23/11/2023,Preset
None,None,None,None,09:53:47,23/11/2023,Preset
None,None,None,None,09:53:47,23/11/2023,Preset
None,None,None,None,09:53:47,23/11/2023,Preset
None,None,None,None,09:53:47,23/11/2023,Preset
None,None,None,None,09:53:47,23/11/2023,Preset
None,None,None,None,09:53:48,23/11/2023,Preset
None,None,None,None,09:53:48,23/11/2023,Preset
